Id,Price
725,151274.34192959213
15856,209336.760667304
5480,140776.09870415533
15664,319779.37950520776
14275,142106.74939786343
7633,194248.857337807
13329,162286.32725192816
5502,217505.87754361235
4220,290164.320073335
11538,215759.70443410246
15975,270114.758432534
3310,220826.45269345396
9286,151754.9635040651
11260,193499.15127407192
5214,102128.89257747043
11307,187679.34226989938
13543,400126.22530461673
615,179718.96941866208
3495,217715.26992174008
2321,235796.0168506189
12046,180177.50834506395
16688,147261.8748824084
12694,218042.89220916558
783,158671.15305719126
8968,172882.53539041287
13454,184175.85668639198
12190,279477.77060075937
11160,139844.67234750174
10291,210057.18819146
891,261181.9950647804
2982,181629.34438687592
3818,307519.38443686446
2449,206774.66042868284
8317,165379.88885277638
4922,180930.34608510515
1257,242748.0878892513
9348,205291.51010147712
4176,195289.13612592456
10704,172789.77482836336
6624,113372.25507583731
5428,188797.57020165492
12749,184386.44074697458
8994,219812.35650205312
11513,138592.69968416455
3047,195067.56819403582
9519,214165.92414481236
12309,218935.21317536946
14081,256783.32904332294
8334,257693.2872064228
6343,172148.11540885537
14788,127911.09204857233
15748,349129.0770134441
153,256019.61642633213
14149,182071.20802305173
269,188563.06491803873
5452,133874.94206151846
721,170085.28923835102
5079,375306.5779073925
2831,116492.43228075403
10614,118678.23894656904
10131,245171.82068979822
9996,320902.5157568041
3061,186425.8923101739
11733,370630.74968351267
3726,265631.40676929196
10929,209408.72892415387
9011,411648.8427637133
16182,330746.69611060596
4976,142856.8424243466
9897,234380.16469461922
1872,181632.68326296846
9205,399926.9554262396
5403,420907.0594459351
14074,204075.5771066732
6268,148353.46999789393
14232,161348.73340108767
8532,213983.26609437034
7034,303885.1834833165
6553,449923.0488648681
3133,182820.9181783448
8596,201222.15005453225
12389,244389.74358781977
14462,180976.68817975628
8860,379587.1295975578
8377,248961.0404137768
6367,320902.5157568041
6917,260453.7376530144
4216,181187.69777515467
5806,162850.0801213328
5438,188775.6729120611
6632,200406.52829378005
2650,150141.10080870066
5396,195709.56459547157
4044,152899.1867615787
1345,221348.1697589034
856,192912.4178706723
12791,252976.3992624975
12499,217174.4994541328
12249,132466.20380450142
14641,150468.28560466005
1919,152909.83106955356
7848,205082.81250191186
10749,181695.7350447327
15554,181310.4176847122
15834,179030.14746232968
1355,172896.80858533777
15451,178809.42897307442
12401,213574.12911779288
10290,171998.89290246164
9462,139013.65921660728
3103,246939.7005629505
3420,134697.72253290375
12262,246849.61553291936
5032,178692.9551036798
8949,282548.9812468815
15567,219490.50931327287
16389,151163.92571151684
7809,103400.57720838027
8990,149375.03968446256
16089,267394.80143177876
12743,102152.10322074925
5132,127673.24353591165
1619,301318.50168765226
2428,76575.05831138304
16741,175309.01135985507
13193,224009.18733058055
12588,423416.63437489816
5067,178813.72175974594
14685,129209.77584300417
2292,184620.02438077668
5746,120236.55669988651
12578,161684.49470585943
14834,159803.19856091883
2147,181144.96815610354
8222,131159.66182728956
10419,261252.1598140264
11492,198322.83916625852
3006,209115.03205770283
8761,197826.87096487463
15371,315907.31594752695
16367,157658.17925891475
6317,294641.818418336
10878,272054.9907223102
3895,159135.208488278
8041,210217.63519739415
13428,428975.1701992248
14669,160482.13809650615
1006,181393.82879956387
12271,181322.24595569764
3764,412509.2094051572
7675,193200.2748893303
11709,260355.9583144133
8629,162127.33930990344
1105,356863.5733196905
6096,184577.06792570444
11727,207164.75945190608
5157,179401.7542144708
3679,140314.5546060515
1755,139385.33640605924
7391,171930.89904719713
7425,103429.48262896226
6882,428682.1344450148
10752,384312.49598379334
7472,203486.5701901138
14320,102152.10322074925
9596,157979.65968245018
5317,207594.46602373774
7378,91064.29180217253
16154,181772.68009693464
3464,201588.2901040388
4197,257352.73029093497
9477,117583.31861806774
12705,205498.34527878754
16426,206319.37076514645
1481,76396.88457935826
9946,246982.04063401403
12025,214358.13417603108
5341,258155.27723689895
9923,304733.4217278103
7953,248294.23790912412
11066,252784.1413382976
5037,181413.02881458914
2509,186425.8923101739
4937,341705.56913326844
12089,397691.82367052755
4964,164238.50417307465
16500,273925.1587652112
4625,156298.8237678204
2363,379288.37007852783
8148,194344.63564983607
3804,182105.0801922204
4584,174542.53380509783
10694,101784.29798066456
2691,164893.34176415624
2983,230798.54677536522
13563,348408.31356291514
10747,216790.29658510166
1721,206038.3853119512
2789,238920.532442879
7214,238814.50574857031
8659,229059.805074192
5107,286179.98366628686
3843,225755.03827584293
14610,412796.8546908701
15505,166604.37153696117
5060,258047.39128988917
16055,245747.29901546772
14963,197017.0969464218
4118,149035.3404270404
1672,169819.0879773038
3209,187712.6306591262
16515,144330.25913036193
973,179107.04696003703
12529,186878.7731173433
5896,119897.77119301792
5450,318093.4822503057
3249,164103.61678648109
8911,180431.49988644477
5898,254664.43009240236
1024,181622.99491080723
4766,195564.89571569863
15804,194260.5200244313
14303,214685.29838621433
10707,182461.9572963226
6605,204676.53111510858
1138,463544.5712092582
14088,379681.2541480099
9154,197946.43011606904
8190,194756.77810498825
398,284229.72283706296
13302,259830.8307540116
9696,159427.95900983465
16786,123517.79894472177
16230,189924.6432024082
6552,193750.14113159158
923,216312.70674378224
9602,282728.9767503058
5857,274114.55202868604
8120,176815.13282445096
7134,186352.5621238351
11726,172612.95130019402
8069,123594.79399204269
12420,166058.0304229409
8604,214149.31654388248
4854,270104.0267863068
12212,186272.98933267454
12099,280063.4554960417
3882,420850.21780388657
6995,311583.39950284775
10172,198983.3522483769
11672,276384.40802921326
12897,260014.49311073098
16097,182067.42932660464
6779,280939.1746129792
11199,192887.73385459866
10816,425863.95734381996
143,375714.0876468513
5399,252784.1413382976
3286,156872.51292468136
13706,215538.65107586965
1935,377603.8981340156
16000,188775.6729120611
2860,213287.79898919037
11407,187712.6306591262
16378,273964.73926920793
12278,182179.47552019835
3842,166710.656424259
2692,325353.09615731396
7699,187287.9355678201
6825,277495.00039088115
7268,343600.360153709
1477,343475.03575022705
9887,169817.7132854556
9436,195740.6925212624
3179,240187.51481191558
1350,436877.9180541115
10643,215024.40356727756
5793,285446.21893475077
11494,450276.0929108504
4206,190595.8638141068
12419,257866.42127040983
8530,210639.71362301018
5985,116851.12969475045
8908,242164.22684786643
256,127644.41064535384
7234,170199.41104805598
5648,202141.36967878733
3014,239122.747764119
2184,182282.21467911798
9189,259098.9794210174
14884,196363.65202188207
10333,173202.19195443153
15896,148448.66869764146
13269,135391.15884864752
8603,225362.01305539563
15087,182466.57510477927
4344,205400.30530082318
7981,76396.88457935826
10908,237577.93489932502
6190,166016.15033811895
11742,217911.49602876892
9224,135035.64544643165
14667,214450.39922748288
458,178053.08961687802
2464,329064.3760095628
12320,238659.83881426233
278,204661.06223396267
2912,234861.4825529645
6698,221179.43641236547
4510,145714.09161191536
4183,181239.73465540417
5551,235207.98575901194
12187,161702.7577540738
7948,216103.2170657353
10808,156840.59927103957
12432,182021.66569546217
5356,180329.4932485209
8984,449764.21105088515
9203,183071.61240435898
15412,97024.36444575082
12041,132611.15263441537
7644,297386.8619058452
7071,205534.84167569928
10685,170103.81392234587
6763,198157.29696342672
940,142127.72354974528
14959,205902.95992323922
1338,154556.43777456012
5351,138992.81789224854
6524,189196.16083049204
12516,154040.52554195153
3288,257809.04632977356
3146,248347.69537804142
3954,182126.9823140692
11955,190045.92679104593
1211,214806.08685559462
15668,199420.69248784627
1320,101581.75279141623
9108,195615.3983394919
16482,210693.83178819422
5017,140347.9292687948
8290,195114.85191157306
4304,411494.9212857878
1930,224342.34742294718
12530,166631.7554227235
11295,327108.76354113134
3002,152263.53159806275
15483,172902.27376943853
11525,193013.01003882205
13978,139013.65921660728
